収穫日,企業名,収穫野菜名,収穫量（ｇ）
45933,ソリトン,BLロログリーン,880
45933,ケイアイ,BLレッドオーク,940
45933,岡部,BLレッドオーク,420
45933,三和,BLグリーンオーク,860
45933,富士機械,BLピノグリーン,440
45933,慈誠会,BLピノグリーン,820
45933,サンテレホン,BLピノグリーン,500
45933,日建,BLグリーンオーク,240
45936,牧野フライス,BLグリーンオーク,500
45936,日本ファブテック,BLグリーンオーク,200
45936,東レ/加工BL,加工BL,120
45936,東レ,BLグリーンオーク,420
45936,東レ,BLレッドオーク,80
45936,日本ロレアル,BLグリーンオーク,840
45936,サンセイランディック,BLグリーンオーク,420
45936,サンセイランディック/加工BL,加工BL,220
45936,昭和女子,BLグリーンオーク,1500
45936,昭和女子/加工BL,加工BL,200
45936,QB,BLグリーンオーク,460
45936,QB,BLピノグリーン,360
45936,QB/加工BL,加工BL,360
45936,バリュエンス,BLロログリーン,360
45936,バリュエンス/葉物野菜,ブロッコリースプラウト,900
45936,バリュエンス,BLグリーンオーク,500
45936,バリュエンス,BLロロロッサ,780
45936,バリュエンス/加工BL,加工BL,540
45936,Adobe,BLレッドオーク,120
45936,Adobe,BLロログリーン,1120
45936,富士機材,BLロログリーン,920
45936,NaITO,BLロロロッサ,100
45936,NaITO/加工BL,加工BL,1660
45936,マルテー,BLピノグリーン,640
45936,ソリトン,BLロログリーン,940
45936,ケイアイ/加工BL,加工BL,100
45936,ケイアイ,BLレッドオーク,740
45936,岡部,BLレッドオーク,1620
45936,三和,BLグリーンオーク,2040
45936,慈誠会,BLロロロッサ,2660
45936,富士機械/根菜,ラディッシュ,1480
45936,富士機械,BLピノグリーン,1380
45936,富士機械,BLロロロッサ,1820
45936,サンテレホン,BLピノグリーン,2020
45936,日建/ミニトマト,ミニトマト,1860
45936,日建/葉物野菜,島唐辛子,180
45938,牧野フライス,BLグリーンオーク,300
45938,日本ファブテック,BLグリーンオーク,140
45938,東レ,BLロログリーン,240
45938,東レ/加工BL,加工BL,140
45938,東レ,BLロロロッサ,240
45938,東レ,BLレッドオーク,380
45938,サンセイランディック,BLグリーンオーク,220
45938,サンセイランディック/加工BL,加工BL,40
45938,昭和女子,BLグリーンオーク,1440
45938,昭和女子,BLロログリーン,280
45938,昭和女子/加工BL,加工BL,220
45938,日本ロレアル,BLグリーンオーク,320
45938,QB,BLグリーンオーク,480
45938,QB,BLピノグリーン,200
45938,QB/加工BL,加工BL,120
45938,バリュエンス/加工BL,加工BL,1080
45938,バリュエンス,BLロロロッサ,720
45938,バリュエンス,BLグリーンオーク,800
45938,バリュエンス,BLロログリーン,300
45938,Adobe,BLロログリーン,560
45938,NaITO,BLロロロッサ,60
45938,NaITO/加工BL,加工BL,1240
45938,マルテー,BLピノグリーン,340
45938,ソリトン/葉物野菜,ブロッコリースプラウト,2380
45938,ソリトン,BLロログリーン,960
45938,ケイアイ/葉物野菜,ブロッコリースプラウト,740
45938,ケイアイ,BLレッドオーク,1120
45938,ケイアイ/加工BL,加工BL,20
45938,岡部,BLレッドオーク,840
45938,三和,BLグリーンオーク,3020
45938,慈誠会,BLロロロッサ,1660
45938,慈誠会,BLピノグリーン,140
45938,富士機械,BLピノグリーン,920
45938,富士機械,BLロロロッサ,1980
45938,サンテレホン,BLピノグリーン,2620
45938,日建,BLグリーンオーク,240
45938,日建/加工BL,加工BL,340
45939,富士機材,BLロログリーン,1400
45939,日建/葉物野菜,島唐辛子,780
45939,日建,BLグリーンオーク,140
45939,日建/ミニトマト,ミニトマト,560
45939,NaITO,BLロロロッサ,60
45939,NaITO/加工BL,加工BL,400
45939,QB,BLピノグリーン,220
45939,QB/加工BL,加工BL,420
45939,慈誠会,BLピノグリーン,980
45939,慈誠会,BLロロロッサ,1500
45939,岡部,BLレッドオーク,420
45939,Adobe,BLレッドオーク,160
45939,Adobe,BLロログリーン,440
45939,ソリトン,BLロログリーン,460
45939,東レ,BLレッドオーク,160
45939,東レ/加工BL,加工BL,20
45940,Adobe,BLレッドオーク,120
45940,Adobe,BLロログリーン,360
45940,QB,BLグリーンオーク,1660
45940,QB,BLピノグリーン,220
45940,QB/加工BL,加工BL,380
45940,三和,BLグリーンオーク,1480
45940,富士機材,BLロログリーン,200
45940,日建/葉物野菜,島唐辛子,500
45940,日建/加工ＢＬ,加工ＢＬ,140
45940,日建,BLグリーンオーク,120
45940,バリュエンス/加工BL,加工BL,500
45940,バリュエンス,BLロロロッサ,500
45940,バリュエンス,BLグリーンオーク,140
45940,東レ/加工BL,加工BL,100
45940,東レ,BLレッドオーク,40
45940,東レ,BLロロロッサ,80
45940,昭和女子,BLグリーンオーク,860
45940,サンテレホン,BLピノグリーン,900
45940,ケイアイ/加工BL,加工BL,200
45940,ケイアイ,BLレッドオーク,380
45940,日本ロレアル,BLグリーンオーク,220
45940,NaTIO,BLロロロッサ,20
45940,NaITO/加工BL,加工BL,300
45940,Adobe,BLロログリーン,300
45944,東レ,BLグリーンオーク,1620
45944,東レ/加工BL,加工BL,160
45944,昭和女子/加工BL,加工BL,480
45944,昭和女子,BLグリーンオーク,1920
45944,昭和女子,BLロログリーン,240
45944,日本ロレアル/加工BL,加工BL,140
45944,日本ロレアル,BLグリーンオーク,160
45944,QB,BLグリーンオーク,620
45944,QB/加工BL,加工BL,520
45944,QB,BLピノグリーン,280
45944,バリュエンス,BLロロロッサ,1540
45944,バリュエンス/加工BL,加工BL,1280
45944,バリュエンス,BLロログリーン,740
45944,バリュエンス/葉物野菜,ブロッコリースプラウト,280
45944,Adobe,BLロログリーン,1140
45944,富士機材,BLロログリーン,1000
45944,NaITO,BLロロロッサ,40
45944,NaITO/加工BL,加工BL,1860
45944,マルテー/加工BL,加工BL,840
45944,マルテー,BLピノグリーン,200
45944,ソリトン,BLロログリーン,1000
45944,バリュエンス,BLグリーンオーク,360
45944,ケイアイ,BLレッドオーク,1020
45944,岡部/加工BL,加工BL,100
45944,岡部,BLレッドオーク,1460
45944,三和,BLグリーンオーク,2500
45944,慈誠会,BLロロロッサ,2160
45944,富士機械,BLピノグリーン,1020
45944,富士機械,BLロロロッサ,3700
45944,サンテレホン,BLピノグリーン,1820
45944,日建,BLロロロッサ,310
45944,日建/ミニトマト,ミニトマト,2540
45944,日建/加工BL,加工BL,440
45944,日建,BLグリーンオーク,280
45945,牧野フライス,BLグリーンオーク,460
45945,日本ファブテック,BLグリーンオーク,280
45945,東レ,BLロログリーン,640
45945,東レ,BLグリーンオーク,380
45945,東レ,BLレッドオーク,440
45945,東レ,BLロロロッサ,240
45945,東レ/加工BL,加工BL,260
45945,サンセイランディック,BLグリーンオーク,920
45945,昭和女子,BLグリーンオーク,220
45945,日本ロレアル/加工BL,加工BL,400
45945,QB,BLグリーンオーク,1050
45945,QB/加工BL,加工BL,250
45945,QB,BLピノグリーン,140
45945,バリュエンス/加工BL,加工BL,660
45945,バリュエンス,BLロロロッサ,540
45945,バリュエンス,BLグリーンオーク,480
45945,Adobe,BLロログリーン,360
45945,富士機材,BLロログリーン,1120
45945,NaITO,BLロロロッサ,120
45945,NaITO/加工BL,加工BL,700
45945,マルテー,BLピノグリーン,480
45945,マルテー/加工BL,加工BL,240
45945,ソリトン,BLロログリーン,1560
45945,ケイアイ,BLレッドオーク,260
45945,ケイアイ/加工BL,加工BL,340
45945,岡部,BLレッドオーク,580
45945,岡部/加工BL,加工BL,100
45945,三和,BLグリーンオーク,360
45945,慈誠会,BLピノグリーン,1260
45945,慈誠会,BLロロロッサ,340
45945,富士機械/根菜,ラディッシュ,480
45945,サンテレホン,BLピノグリーン,480
45945,日建/葉物野菜,島唐辛子,200
45945,Adobe/葉物野菜,パセリ,700
2025-10-16,NaITO/加工BL,加工BL,240
2025-10-16,NaITO/加工BL,加工BL,240
2025-10-16,バリュエンス/,ブロッコリースプラウト,840
2025-10-16,QB/加工BL,加工BL,120
2025-10-16,QB/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-16,昭和女子/加工BL,加工BL,260
2025-10-16,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,100
2025-10-16,日建/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-16,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,160
2025-10-16,QB/葉物野菜,ベビーリーフ グリーンオーク,240
2025-10-16,東レ/加工BL,加工BL,80
2025-10-16,東レ/葉物野菜,ベビーリーフ レッドオーク,240
2025-10-16,東レ/葉物野菜,ベビーリーフ ロログリーン,400
2025-10-16,三和/葉物野菜,ベビーリーフ グリーンオーク,820
2025-10-16,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,860
2025-10-16,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,140
2025-10-16,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,1240
2025-10-16,牧野フライス/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-16,ソリトン/,ブロッコリースプラウト,1760
2025-10-16,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-16,バリュエンス/加工BL,加工BL,140
2025-10-16,Adobe/葉物野菜,ベビーリーフ ロログリーン,1320
2025-10-16,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,160
2025-10-16,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,540
2025-10-16,東レ/葉物野菜,ベビーリーフ レッドオーク,220
2025-10-16,三和/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-16,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,860
2025-10-16,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-16,富士機械/葉物野菜,ベビーリーフ ロロロッサ,960
2025-10-16,富士機械/葉物野菜,ベビーリーフ ロロロッサ,440
2025-10-16,富士機械/葉物野菜,ベビーリーフ ロロロッサ,500
2025-10-16,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,260
2025-10-16,QB/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-16,ソリトン/葉物野菜,ベビーリーフ ロログリーン,640
2025-10-16,日建/ミニトマト,ミニトマト,960
2025-10-16,日建/葉物野菜,島唐辛子,520
2025-10-17,東レ/葉物野菜,ベビーリーフ レッドオーク,1040
2025-10-17,三和/葉物野菜,ベビーリーフ グリーンオーク,380
2025-10-17,QB/加工BL,加工BL,120
2025-10-17,QB/葉物野菜,ベビーリーフ ピノグリーン,80
2025-10-17,Adobe/葉物野菜,ベビーリーフ ロログリーン,260
2025-10-17,Adobe/葉物野菜,ベビーリーフ レッドオーク,120
2025-10-17,バリュエンス/加工BL,加工BL,340
2025-10-17,NaITO/加工BL,加工BL,160
2025-10-17,NaITO/葉物野菜,ベビーリーフ ロロロッサ,20
2025-10-17,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-17,昭和女子/加工BL,加工BL,200
2025-10-17,日建/加工BL,加工BL,340
2025-10-17,QB/加工BL,加工BL,120
2025-10-17,QB/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-17,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,520
2025-10-17,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,340
2025-10-17,東レ/葉物野菜,ベビーリーフ レッドオーク,100
2025-10-17,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,540
2025-10-17,日本ロレアル/加工BL,加工BL,180
2025-10-17,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,1140
2025-10-17,富士機械/葉物野菜,ベビーリーフ ロロロッサ,400
2025-10-17,富士機械/葉物野菜,ベビーリーフ ロロロッサ,440
2025-10-17,日建/加工BL,加工BL,220
2025-10-17,富士機材/葉物野菜,ベビーリーフ ロログリーン,680
2025-10-17,QB/葉物野菜,ベビーリーフ グリーンオーク,480
2025-10-17,東レ/加工BL,加工BL,120
2025-10-17,日建/葉物野菜,島唐辛子,680
2025-10-20,富士機械/葉物野菜,ベビーリーフ ピノグリーン,460
2025-10-20,富士機械/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-20,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-20,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,380
2025-10-20,日本ロレアル/加工BL,加工BL,140
2025-10-20,東レ/葉物野菜,ベビーリーフ レッドオーク,260
2025-10-20,マルテー/葉物野菜,ベビーリーフ ピノグリーン,500
2025-10-20,ソリトン/葉物野菜,ベビーリーフ ロログリーン,1340
2025-10-20,岡部/葉物野菜,ベビーリーフ レッドオーク,860
2025-10-20,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,320
2025-10-20,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,420
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,260
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,300
2025-10-20,ケイアイ/,ブロッコリースプラウト,900
2025-10-20,日建/加工BL,加工BL,220
2025-10-20,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,1660
2025-10-20,三和/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-20,三和/葉物野菜,ベビーリーフ グリーンオーク,880
2025-10-20,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,180
2025-10-20,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,440
2025-10-20,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,1040
2025-10-20,マルテー/葉物野菜,ベビーリーフ ピノグリーン,80
2025-10-20,マルテー/葉物野菜,ベビーリーフ ピノグリーン,180
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,320
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,180
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,300
2025-10-20,三和/葉物野菜,ベビーリーフ グリーンオーク,700
2025-10-20,日建/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-20,日建/,加工品 トマト,1360
2025-10-20,Adobe/葉物野菜,ベビーリーフ ロログリーン,640
2025-10-20,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,280
2025-10-20,NaITO/加工BL,加工BL,60
2025-10-20,NaITO/葉物野菜,ベビーリーフ ロロロッサ,140
2025-10-20,バリュエンス/加工BL,加工BL,280
2025-10-20,昭和女子/加工BL,加工BL,280
2025-10-20,QB/葉物野菜,ベビーリーフ グリーンオーク,830
2025-10-20,QB/加工BL,加工BL,200
2025-10-20,QB/葉物野菜,ベビーリーフ ピノグリーン,180
2025-10-20,富士機械/葉物野菜,ベビーリーフ ロロロッサ,720
2025-10-20,NaITO/加工BL,加工BL,60
2025-10-20,NaITO/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-20,バリュエンス/加工BL,加工BL,240
2025-10-20,バリュエンス/加工BL,加工BL,340
2025-10-20,Adobe/葉物野菜,ベビーリーフ ロログリーン,600
2025-10-20,富士機材/葉物野菜,ベビーリーフ ロログリーン,560
2025-10-20,QB/加工BL,加工BL,200
2025-10-20,QB/葉物野菜,ベビーリーフ ピノグリーン,160
2025-10-20,QB/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-20,東レ/加工BL,加工BL,120
2025-10-20,東レ/葉物野菜,ベビーリーフ レッドオーク,200
2025-10-20,日建/葉物野菜,島唐辛子,360
2025-10-21,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,300
2025-10-21,QB/加工BL,加工BL,300
2025-10-21,QB/葉物野菜,ベビーリーフ ピノグリーン,220
2025-10-21,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,1100
2025-10-21,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,460
2025-10-21,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,360
2025-10-21,昭和女子/加工BL,加工BL,260
2025-10-21,QB/加工BL,加工BL,210
2025-10-21,QB/葉物野菜,ベビーリーフ グリーンオーク,320
2025-10-21,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,40
2025-10-21,東レ/葉物野菜,ベビーリーフ グリーンオーク,660
2025-10-21,東レ/葉物野菜,ベビーリーフ レッドオーク,100
2025-10-21,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-21,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,240
2025-10-21,三和/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-21,ソリトン/,ブロッコリースプラウト,960
2025-10-21,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,440
2025-10-21,バリュエンス/,ブロッコリースプラウト,520
2025-10-21,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,580
2025-10-21,昭和女子/葉物野菜,ベビーリーフ ロログリーン,20
2025-10-21,昭和女子/葉物野菜,パセリ,440
2025-10-21,バリュエンス/加工BL,加工BL,100
2025-10-21,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,120
2025-10-21,Adobe/葉物野菜,ベビーリーフ ロログリーン,520
2025-10-21,QB/加工BL,加工BL,120
2025-10-21,QB/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-21,東レ/葉物野菜,ベビーリーフ レッドオーク,340
2025-10-21,日本ロレアル/加工BL,加工BL,300
2025-10-21,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-21,東レ/加工BL,加工BL,260
2025-10-21,東レ/葉物野菜,ベビーリーフ グリーンオーク,300
2025-10-21,慈誠会/葉物野菜,ベビーリーフ ピノグリーン,240
2025-10-21,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,560
2025-10-21,ケイアイ/加工BL,加工BL,300
2025-10-21,富士機材/葉物野菜,ベビーリーフ ロログリーン,220
2025-10-21,日建/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-21,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-21,バリュエンス/加工BL,加工BL,120
2025-10-21,バリュエンス/加工BL,加工BL,120
2025-10-21,NaITO/加工BL,加工BL,260
2025-10-21,NaITO/葉物野菜,ベビーリーフ ロロロッサ,40
2025-10-21,日建/葉物野菜,ベビーリーフ グリーンオーク,380
2025-10-22,NaITO/葉物野菜,ベビーリーフ ロロロッサ,40
2025-10-22,QB/加工BL,加工BL,160
2025-10-22,日建/加工BL,加工BL,80
2025-10-22,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-22,昭和女子/加工BL,加工BL,160
2025-10-22,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-22,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,720
2025-10-22,慈誠会/葉物野菜,ベビーリーフ ピノグリーン,260
2025-10-22,東レ/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-22,牧野フライス/葉物野菜,ベビーリーフ グリーンオーク,80
2025-10-22,東レ/葉物野菜,ベビーリーフ レッドオーク,120
2025-10-22,東レ/葉物野菜,ベビーリーフ ロロロッサ,300
2025-10-22,岡部/葉物野菜,ベビーリーフ レッドオーク,560
2025-10-22,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,440
2025-10-22,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,180
2025-10-22,慈誠会/葉物野菜,ベビーリーフ ピノグリーン,500
2025-10-22,三和/葉物野菜,ベビーリーフ グリーンオーク,500
2025-10-22,ソリトン/葉物野菜,ベビーリーフ ロログリーン,680
2025-10-22,サンセイランディテック/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-22,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,500
2025-10-22,サンテレホン/葉物野菜,ピノグリーン,240
2025-10-22,日本ファブテック/葉物野菜,ベビーリーフ グリーンオーク,60
2025-10-22,QB/葉物野菜,ベビーリーフ グリーンオーク,150
2025-10-22,東レ/葉物野菜,ベビーリーフ グリーンオーク,160
2025-10-22,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,410
2025-10-22,マルテー/葉物野菜,ベビーリーフ ピノグリーン,440
2025-10-22,牧野フライス/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-22,日本ロレアル/加工BL,加工BL,60
2025-10-22,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,500
2025-10-22,富士機械/葉物野菜,ベビーリーフ ロロロッサ,540
2025-10-22,富士機械/葉物野菜,ベビーリーフ ロロロッサ,400
2025-10-22,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-22,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-22,三和/葉物野菜,ベビーリーフ グリーンオーク,680
2025-10-22,東レ/葉物野菜,ベビーリーフ グリーンオーク,180
2025-10-22,東レ/加工BL,加工BL,80
2025-10-22,ケイアイ/加工BL,加工BL,160
2025-10-22,日建/加工BL,加工BL,540
2025-10-22,QB/加工BL,加工BL,180
2025-10-22,QB/葉物野菜,ベビーリーフ グリーンオーク,250
2025-10-22,バリュエンス/加工BL,加工BL,140
2025-10-22,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,220
2025-10-22,NaITO/加工BL,加工BL,260
2025-10-22,日建/葉物野菜,島唐辛子,200
2025-10-23,Adobe/葉物野菜,ベビーリーフ ロログリーン,360
2025-10-23,QB/加工BL,加工BL,60
2025-10-23,QB/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-23,三和/葉物野菜,ベビーリーフ グリーンオーク,340
2025-10-23,QB/加工BL,加工BL,140
2025-10-23,QB/葉物野菜,マイクロリーフ ピノグリーン,100
2025-10-23,東レ/加工BL,加工BL,140
2025-10-23,東レ/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-23,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,920
2025-10-23,東レ/葉物野菜,ベビーリーフ グリーンオーク,220
2025-10-23,岡部/葉物野菜,ベビーリーフ レッドオーク,200
2025-10-23,岡部/葉物野菜,ベビーリーフ グリーンオーク,340
2025-10-23,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,200
2025-10-23,三和/根菜,ラディッシュ,240
2025-10-23,ケイアイ/加工BL,加工BL,220
2025-10-23,Adobe/葉物野菜,ベビーリーフ ロログリーン,180
2025-10-23,日建/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-23,QB/加工BL,加工BL,140
2025-10-23,QB/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-23,富士機械/葉物野菜,ベビーリーフ ロロロッサ,620
2025-10-23,富士機械/葉物野菜,ベビーリーフ ロロロッサ,640
2025-10-23,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,980
2025-10-23,富士機材/葉物野菜,ベビーリーフ ロログリーン,420
2025-10-24,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,1280
2025-10-24,日本ファブテック/葉物野菜,ベビーリーフ グリーンオーク,40
2025-10-24,日建/加工BL,加工BL,480
2025-10-24,Adobe/葉物野菜,ベビーリーフ ロログリーン,480
2025-10-24,三和/葉物野菜,ベビーリーフ グリーンオーク,180
2025-10-24,東レ/加工BL,加工BL,40
2025-10-24,東レ/葉物野菜,ベビーリーフ ロロロッサ,60
2025-10-24,QB/加工BL,加工BL,140
2025-10-24,QB/葉物野菜,ベビーリーフ ピノグリーン,80
2025-10-24,日建/葉物野菜,ベビーリーフ ピノグリーン,240
2025-10-24,三和/葉物野菜,ベビーリーフ グリーンオーク,260
2025-10-24,QB/加工BL,加工BL,140
2025-10-24,QB/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-24,QB/加工BL,加工BL,120
2025-10-24,QB/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-24,東レ/葉物野菜,ベビーリーフ ロロロッサ,40
2025-10-24,マルテー/葉物野菜,ベビーリーフ ピノグリーン,160
2025-10-24,ケイアイ/加工BL,加工BL,360
2025-10-24,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,500
2025-10-24,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,200
2025-10-24,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-27,QB/葉物野菜,ベビーリーフ ピノグリーン,180
2025-10-27,QB/葉物野菜,ベビーリーフ グリーンオーク,230
2025-10-27,富士機械/葉物野菜,ベビーリーフ ロロロッサ,1000
2025-10-27,富士機械/葉物野菜,ベビーリーフ ロロロッサ,920
