ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.54
ソフトウェア, "Ver1.25"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,10min
測定点数,1758        
トリガ点,0           
開始時刻,2025-11-05,10:34:09
終了時刻,2025-11-17,15:24:19
トリガ時刻,2025-11-05,10:34:19
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,1-5V,,20,80.000000,-20.000000,ﾟC
CH2,CH 2,M,DC,1-5V,,20,100.000000,0.000000,%
CH3,CH 3,M,DC,2V,,20,40.000000,-60.000000,ﾟC
CH4,CH 4,M,DC,2V,,20,50.000000,-50.000000,%
CH5,CH 5,M,DC,100mV,,20,1250.000000,-1250.000000,W/m2
CH6,CH 6,M,DC,100V,,20,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,20,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,20,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,20,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,20,70.000000,-30.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,ﾟC,%,ﾟC,%,W/m2,V,V,V,V,V,A1234567890,A123456789
1,2025-11-05 10:34:19,000,+23.812,+64.156,+15.810,+28.270,+81.0,+0.01,+0.01,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLL
2,2025-11-05 10:44:19,000,+23.981,+63.862,+16.105,+28.120,+65.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
3,2025-11-05 10:54:19,000,+23.456,+62.862,+16.410,+28.110,+65.9,-0.01,+0.00,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
4,2025-11-05 11:04:19,000,+21.556,+58.863,+16.605,+28.090,+61.6,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
5,2025-11-05 11:14:19,000,+19.719,+56.863,+16.645,+28.000,+58.0,+0.01,+0.01,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
6,2025-11-05 11:24:19,000,+18.238,+61.544,+16.635,+27.910,+60.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
7,2025-11-05 11:34:19,000,+18.300,+63.287,+16.675,+27.900,+75.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
8,2025-11-05 11:44:19,000,+18.094,+61.144,+16.720,+27.890,+92.4,+0.00,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
9,2025-11-05 11:54:19,000,+19.562,+62.444,+16.885,+27.920,+80.1,+0.01,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
10,2025-11-05 12:04:19,000,+20.756,+60.662,+17.125,+27.910,+61.3,+0.01,+0.00,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLL
11,2025-11-05 12:14:19,000,+21.225,+59.919,+17.355,+28.020,+75.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
12,2025-11-05 12:24:19,000,+21.463,+58.400,+17.570,+28.020,+58.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
13,2025-11-05 12:34:19,000,+21.250,+58.288,+17.770,+28.000,+66.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
14,2025-11-05 12:44:19,000,+21.388,+58.506,+17.950,+28.040,+69.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
15,2025-11-05 12:54:19,000,+21.681,+57.187,+18.140,+28.010,+63.0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
16,2025-11-05 13:04:19,000,+21.531,+56.863,+18.335,+28.040,+59.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
17,2025-11-05 13:14:19,000,+21.306,+58.288,+18.490,+28.050,+66.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
18,2025-11-05 13:24:19,000,+21.556,+58.469,+18.625,+28.060,+43.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
19,2025-11-05 13:34:19,000,+21.238,+58.575,+18.770,+28.070,+43.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
20,2025-11-05 13:44:19,000,+20.506,+58.850,+18.885,+27.990,+29.8,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
21,2025-11-05 13:54:19,000,+19.763,+61.138,+18.920,+27.910,+32.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
22,2025-11-05 14:04:19,000,+19.487,+62.662,+18.965,+27.910,+31.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
23,2025-11-05 14:14:19,000,+19.100,+62.844,+19.000,+27.850,+22.2,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
24,2025-11-05 14:24:19,000,+18.556,+63.769,+19.000,+27.910,+19.9,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
25,2025-11-05 14:34:19,000,+18.075,+64.044,+18.995,+28.070,+16.9,+0.00,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
26,2025-11-05 14:44:19,000,+17.531,+64.344,+18.995,+28.010,+11.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
27,2025-11-05 14:54:19,000,+17.050,+64.931,+18.945,+27.970,+10.4,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
28,2025-11-05 15:04:19,000,+16.656,+65.331,+18.910,+28.030,+9.4,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
29,2025-11-05 15:14:19,000,+16.300,+65.413,+18.865,+27.970,+9.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
30,2025-11-05 15:24:19,000,+15.925,+65.444,+18.785,+27.860,+7.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
31,2025-11-05 15:34:19,000,+15.625,+65.987,+18.745,+27.910,+7.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
32,2025-11-05 15:44:19,000,+15.444,+67.588,+18.700,+27.840,+6.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
33,2025-11-05 15:54:19,000,+15.250,+69.125,+18.665,+27.790,+5.0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
34,2025-11-05 16:04:19,000,+15.000,+74.513,+18.580,+27.780,+3.9,+0.00,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
