ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.54
ソフトウェア, "Ver1.25"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,10min
測定点数,413         
トリガ点,0           
開始時刻,2025-09-16,17:04:18
終了時刻,2025-09-19,13:45:13
トリガ時刻,2025-09-16,17:05:13
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,1-5V,,20,80.000000,-20.000000,゜C
CH2,CH 2,M,DC,1-5V,,20,100.000000,0.000000,%
CH3,CH 3,M,DC,2V,,20,40.000000,-60.000000,゜C
CH4,CH 4,M,DC,2V,,20,50.000000,-50.000000,%
CH5,CH 5,M,DC,100mV,,20,1250.000000,-1250.000000,W/m2
CH6,CH 6,M,DC,100V,,20,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,20,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,20,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,20,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,20,70.000000,-30.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
10,2025-09-16 18:35:13,000,+26.731,+66.700,+30.820,+22.850,+0.0,+0.01,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
11,2025-09-16 18:45:13,000,+26.619,+66.950,+30.605,+22.760,+0.1,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
12,2025-09-16 18:55:13,000,+26.525,+67.369,+30.395,+22.770,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
13,2025-09-16 19:05:13,000,+26.481,+67.944,+30.210,+22.700,+0.1,+0.00,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
14,2025-09-16 19:15:13,000,+26.431,+68.375,+30.070,+22.600,+0.0,+0.01,+0.01,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
15,2025-09-16 19:25:13,000,+26.406,+69.213,+29.915,+22.530,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
16,2025-09-16 19:35:13,000,+26.381,+69.763,+29.795,+22.520,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
17,2025-09-16 19:45:13,000,+26.369,+70.350,+29.715,+22.450,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
18,2025-09-16 19:55:13,000,+26.331,+70.569,+29.595,+22.450,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
19,2025-09-16 20:05:13,000,+26.288,+76.525,+29.520,+22.450,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
20,2025-09-16 20:15:13,000,+26.263,+76.531,+29.390,+22.370,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
21,2025-09-16 20:25:13,000,+26.225,+76.644,+29.320,+22.350,+0.0,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
22,2025-09-16 20:35:13,000,+26.213,+76.675,+29.270,+22.360,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
23,2025-09-16 20:45:13,000,+26.194,+76.719,+29.160,+22.370,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
24,2025-09-16 20:55:13,000,+26.169,+76.669,+29.100,+22.360,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
25,2025-09-16 21:05:13,000,+26.206,+76.769,+29.035,+22.290,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
26,2025-09-16 21:15:13,000,+26.206,+76.812,+28.955,+22.200,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
27,2025-09-16 21:25:13,000,+26.194,+76.794,+28.915,+22.200,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
28,2025-09-16 21:35:13,000,+26.206,+77.131,+28.900,+22.210,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
29,2025-09-16 21:45:13,000,+26.194,+76.869,+28.875,+22.210,+0.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
30,2025-09-16 21:55:13,000,+26.131,+76.850,+28.840,+22.210,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
31,2025-09-16 22:05:13,000,+25.956,+76.650,+28.840,+22.150,+0.0,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
32,2025-09-16 22:15:13,000,+25.638,+76.681,+28.715,+22.120,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
33,2025-09-16 22:25:13,000,+25.350,+76.719,+28.670,+22.110,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
34,2025-09-16 22:35:13,000,+25.206,+76.894,+28.550,+22.110,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
35,2025-09-16 22:45:13,000,+25.088,+76.900,+28.510,+22.120,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
36,2025-09-16 22:55:13,000,+24.919,+76.963,+28.425,+22.070,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
37,2025-09-16 23:05:13,000,+24.781,+77.188,+28.320,+22.050,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
38,2025-09-16 23:15:13,000,+24.700,+77.356,+28.270,+22.040,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
39,2025-09-16 23:25:13,000,+24.581,+77.169,+28.145,+22.030,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
40,2025-09-16 23:35:13,000,+24.487,+77.337,+28.095,+22.040,+0.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
41,2025-09-16 23:45:13,000,+24.350,+77.312,+28.025,+22.030,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
42,2025-09-16 23:55:13,000,+24.225,+77.394,+27.900,+22.030,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
43,2025-09-17 00:05:13,000,+24.219,+77.500,+27.855,+22.030,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
44,2025-09-17 00:15:13,000,+24.150,+77.500,+27.785,+21.990,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
45,2025-09-17 00:25:13,000,+24.075,+77.506,+27.705,+21.950,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
46,2025-09-17 00:35:13,000,+24.062,+77.475,+27.635,+21.950,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
47,2025-09-17 00:45:13,000,+23.963,+77.431,+27.580,+21.940,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
48,2025-09-17 00:55:13,000,+23.850,+77.562,+27.465,+21.960,+0.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
49,2025-09-17 01:05:13,000,+23.837,+77.594,+27.420,+21.950,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
50,2025-09-17 01:15:13,000,+23.631,+77.469,+27.310,+21.950,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
51,2025-09-17 01:25:13,000,+23.506,+77.612,+27.250,+21.930,+0.1,+0.01,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
52,2025-09-17 01:35:13,000,+23.450,+77.600,+27.180,+21.870,+0.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
53,2025-09-17 01:45:13,000,+23.406,+77.581,+27.095,+21.820,+0.1,+0.00,-0.01,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
54,2025-09-17 01:55:13,000,+23.419,+77.625,+27.030,+21.790,+0.1,+0.00,+0.01,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
55,2025-09-17 02:05:13,000,+23.394,+77.606,+26.975,+21.780,+0.0,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
56,2025-09-17 02:15:13,000,+23.406,+77.475,+26.865,+21.790,+0.0,+0.01,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
57,2025-09-17 02:25:13,000,+23.469,+77.375,+26.815,+21.780,+0.0,+0.00,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
58,2025-09-17 02:35:13,000,+23.544,+77.312,+26.775,+21.790,+0.1,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
59,2025-09-17 02:45:13,000,+23.650,+77.287,+26.700,+21.780,+0.0,+0.01,+0.00,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
60,2025-09-17 02:55:13,000,+23.631,+76.781,+26.655,+21.790,+0.0,+0.00,+0.01,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
61,2025-09-17 03:05:13,000,+23.606,+76.763,+26.615,+21.780,+0.1,+0.01,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
62,2025-09-17 03:15:13,000,+23.612,+76.719,+26.575,+21.770,+0.1,+0.00,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
63,2025-09-17 03:25:13,000,+23.619,+76.650,+26.535,+21.760,+0.0,+0.00,+0.01,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
64,2025-09-17 03:35:13,000,+23.588,+76.681,+26.445,+21.710,+0.0,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
65,2025-09-17 03:45:13,000,+23.588,+76.669,+26.415,+21.700,+0.1,+0.01,+0.01,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
66,2025-09-17 03:55:13,000,+23.588,+76.644,+26.375,+21.700,+0.0,+0.00,+0.00,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
67,2025-09-17 04:05:13,000,+23.525,+76.612,+26.340,+21.710,+0.1,+0.00,-0.01,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
68,2025-09-17 04:15:13,000,+23.519,+76.569,+26.255,+21.710,+0.0,+0.00,+0.00,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
69,2025-09-17 04:25:13,000,+23.487,+76.556,+26.215,+21.700,+0.0,+0.00,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
70,2025-09-17 04:35:13,000,+23.444,+76.531,+26.180,+21.710,+0.1,-0.01,+0.00,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
71,2025-09-17 04:45:13,000,+23.444,+76.525,+26.135,+21.700,+0.0,+0.00,-0.01,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
72,2025-09-17 04:55:13,000,+23.375,+76.531,+26.060,+21.700,+0.0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
73,2025-09-17 05:05:13,000,+23.375,+76.531,+26.015,+21.700,+0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
74,2025-09-17 05:15:13,000,+23.375,+76.550,+25.975,+21.700,+0.4,+0.00,+0.01,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
75,2025-09-17 05:25:13,000,+23.338,+76.569,+25.940,+21.690,+1.1,+0.00,+0.01,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
76,2025-09-17 05:35:13,000,+23.319,+76.537,+25.870,+21.670,+3.4,+0.00,+0.00,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
77,2025-09-17 05:45:13,000,+23.331,+76.600,+25.865,+21.680,+9.2,+0.00,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
78,2025-09-17 05:55:13,000,+23.519,+76.669,+25.865,+21.640,+16.8,+0.00,+0.00,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
79,2025-09-17 06:05:13,000,+23.825,+76.844,+25.990,+21.650,+26.0,+0.00,+0.01,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
80,2025-09-17 06:15:13,000,+24.244,+76.881,+26.075,+21.670,+35.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
81,2025-09-17 06:25:13,000,+24.863,+77.131,+26.275,+21.740,+43.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
82,2025-09-17 06:35:13,000,+25.869,+76.819,+26.590,+21.790,+48.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
83,2025-09-17 06:45:13,000,+27.013,+76.175,+26.875,+21.810,+52.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
84,2025-09-17 06:55:13,000,+28.269,+74.913,+27.210,+21.820,+58.0,+0.00,-0.01,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
85,2025-09-17 07:05:13,000,+29.612,+67.681,+27.555,+21.870,+63.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
86,2025-09-17 07:15:13,000,+30.856,+63.531,+27.945,+21.930,+70.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
87,2025-09-17 07:25:13,000,+32.081,+62.894,+28.385,+21.990,+78.6,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
88,2025-09-17 07:35:13,000,+33.369,+62.125,+28.880,+22.100,+89.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
89,2025-09-17 07:45:13,000,+34.619,+61.237,+29.400,+22.200,+99.9,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
90,2025-09-17 07:55:13,000,+35.856,+60.169,+29.930,+22.210,+107.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
91,2025-09-17 08:05:13,000,+36.681,+57.025,+30.470,+22.300,+123.6,-0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
92,2025-09-17 08:15:13,000,+36.119,+56.513,+30.985,+22.290,+133.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
93,2025-09-17 08:25:13,000,+35.831,+56.750,+31.495,+22.360,+136.9,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
94,2025-09-17 08:35:13,000,+35.931,+57.356,+32.245,+22.820,+126.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
95,2025-09-17 08:45:13,000,+36.138,+55.519,+33.520,+22.770,+130.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
96,2025-09-17 08:55:13,000,+36.300,+54.987,+34.600,+22.770,+137.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
97,2025-09-17 09:05:13,000,+36.425,+53.531,+35.690,+22.850,+142.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
98,2025-09-17 09:15:13,000,+36.525,+54.612,+36.585,+22.940,+141.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
99,2025-09-17 09:25:13,000,+37.213,+52.000,+37.555,+22.940,+144.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
100,2025-09-17 09:35:13,000,+38.244,+51.219,+38.360,+22.940,+153.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
101,2025-09-17 09:45:13,000,+39.013,+49.206,+39.040,+22.950,+157.1,+0.00,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
102,2025-09-17 09:55:13,000,+39.456,+47.219,+39.815,+22.960,+162.6,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
103,2025-09-17 10:05:13,000,+39.431,+45.150,+40.355,+22.940,+167.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
104,2025-09-17 10:15:13,000,+38.281,+46.850,+40.585,+22.930,+168.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
105,2025-09-17 10:25:13,000,+36.856,+48.981,+40.150,+22.760,+161.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
106,2025-09-17 10:35:13,000,+36.719,+49.875,+40.000,+23.240,+168.4,+0.00,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
107,2025-09-17 10:45:13,000,+36.925,+51.119,+40.100,+23.080,+171.2,+0.00,+0.00,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
108,2025-09-17 10:55:13,000,+36.700,+50.800,+39.880,+22.990,+172.0,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
109,2025-09-17 11:05:13,000,+37.013,+50.156,+39.775,+22.920,+176.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
110,2025-09-17 11:15:13,000,+37.312,+50.319,+39.740,+22.740,+182.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
111,2025-09-17 11:25:13,000,+36.456,+50.506,+39.650,+22.650,+186.1,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
112,2025-09-17 11:35:13,000,+36.038,+52.294,+39.690,+22.650,+189.5,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
113,2025-09-17 11:45:13,000,+36.019,+54.300,+39.575,+22.640,+193.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
114,2025-09-17 11:55:13,000,+37.294,+50.656,+39.530,+22.590,+197.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
115,2025-09-17 12:05:13,000,+37.025,+50.569,+39.500,+22.580,+199.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
116,2025-09-17 12:15:13,000,+36.556,+51.850,+39.195,+22.490,+206.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
117,2025-09-17 12:25:13,000,+37.794,+48.812,+39.050,+22.490,+206.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
118,2025-09-17 12:35:13,000,+37.125,+48.088,+38.890,+22.900,+207.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
119,2025-09-17 12:45:13,000,+37.469,+48.138,+38.695,+22.660,+208.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
120,2025-09-17 12:55:13,000,+37.650,+47.862,+38.655,+22.640,+205.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
121,2025-09-17 13:05:13,000,+37.687,+47.913,+38.480,+22.580,+199.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
122,2025-09-17 13:15:13,000,+38.062,+48.669,+38.325,+22.500,+186.6,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
123,2025-09-17 13:25:13,000,+38.888,+45.788,+38.255,+22.500,+239.6,-0.01,-0.01,-0.01,+0.00,-0.01,LLLLLLLLLL,LLLLL
124,2025-09-17 13:35:13,000,+38.250,+46.656,+38.085,+22.340,+271.5,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
125,2025-09-17 13:45:13,000,+38.394,+45.069,+38.035,+22.340,+268.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
126,2025-09-17 13:55:13,000,+38.150,+46.931,+37.925,+22.260,+262.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
127,2025-09-17 14:05:13,000,+38.250,+48.181,+37.845,+22.250,+255.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
128,2025-09-17 14:15:13,000,+38.100,+45.831,+37.830,+22.170,+243.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
129,2025-09-17 14:25:13,000,+38.463,+46.081,+37.700,+22.100,+234.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
130,2025-09-17 14:35:13,000,+38.663,+47.331,+37.805,+22.100,+220.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
131,2025-09-17 14:45:13,000,+38.437,+47.875,+37.705,+21.930,+204.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
132,2025-09-17 14:55:13,000,+37.950,+50.256,+37.600,+21.930,+166.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
133,2025-09-17 15:05:13,000,+37.731,+51.169,+37.480,+21.840,+166.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
134,2025-09-17 15:15:13,000,+36.837,+52.206,+37.255,+21.830,+160.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
135,2025-09-17 15:25:13,000,+35.987,+53.937,+37.005,+21.830,+153.1,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
136,2025-09-17 15:35:13,000,+34.925,+57.319,+36.670,+21.740,+138.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
137,2025-09-17 15:45:13,000,+35.019,+57.681,+36.365,+21.750,+122.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
138,2025-09-17 15:55:13,000,+35.556,+56.194,+36.185,+21.750,+112.2,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
139,2025-09-17 16:05:13,000,+36.006,+57.594,+36.110,+21.680,+88.8,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
140,2025-09-17 16:15:13,000,+36.187,+56.656,+36.110,+21.670,+93.6,+0.00,-0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
141,2025-09-17 16:25:13,000,+35.812,+57.406,+35.950,+21.670,+60.9,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
142,2025-09-17 16:35:13,000,+35.187,+59.356,+35.755,+21.510,+46.1,+0.01,+0.01,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
143,2025-09-17 16:45:13,000,+34.425,+59.156,+35.495,+21.500,+32.1,+0.01,+0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
144,2025-09-17 16:55:13,000,+33.612,+60.588,+35.160,+21.490,+19.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
145,2025-09-17 17:05:13,000,+33.013,+61.394,+34.885,+21.480,+12.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
146,2025-09-17 17:15:13,000,+32.619,+61.894,+34.660,+21.390,+9.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
147,2025-09-17 17:25:13,000,+32.156,+62.575,+34.445,+21.390,+6.9,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
148,2025-09-17 17:35:13,000,+31.706,+63.131,+34.255,+21.310,+4.0,+0.01,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
149,2025-09-17 17:45:13,000,+31.050,+63.838,+34.040,+21.290,+1.4,+0.01,+0.00,+0.00,+0.01,+0.00,LLLLLLLLLL,LLLLL
150,2025-09-17 17:55:13,000,+30.494,+63.975,+33.770,+21.300,+0.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
