ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.54
ソフトウェア, "Ver1.25"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,10min
測定点数,1004        
トリガ点,0           
開始時刻,2025-09-22,15:55:21
終了時刻,2025-09-29,15:05:31
トリガ時刻,2025-09-22,15:55:31
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,1-5V,,20,80.000000,-20.000000,゜C
CH2,CH 2,M,DC,1-5V,,20,100.000000,0.000000,%
CH3,CH 3,M,DC,2V,,20,40.000000,-60.000000,゜C
CH4,CH 4,M,DC,2V,,20,50.000000,-50.000000,%
CH5,CH 5,M,DC,100mV,,20,1250.000000,-1250.000000,W/m2
CH6,CH 6,M,DC,100V,,20,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,20,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,20,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,20,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,20,70.000000,-30.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
87,2025-09-23 06:15:31,000,+18.281,+65.613,+22.980,+4.040,+10.9,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
88,2025-09-23 06:25:31,000,+18.306,+65.588,+23.350,+4.070,+14.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
89,2025-09-23 06:35:31,000,+18.581,+65.906,+31.185,+4.810,+42.2,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
90,2025-09-23 06:45:31,000,+19.206,+65.450,+29.320,+4.630,+15.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
91,2025-09-23 06:55:31,000,+19.963,+65.394,+32.840,+5.000,+77.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
92,2025-09-23 07:05:31,000,+21.306,+64.625,+34.780,+5.280,+44.8,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
93,2025-09-23 07:15:31,000,+22.244,+63.487,+32.215,+5.010,+46.9,+0.01,+0.00,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLL
94,2025-09-23 07:25:31,000,+22.712,+62.913,+31.500,+4.940,+32.9,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
95,2025-09-23 07:35:31,000,+22.725,+62.906,+33.655,+5.070,+93.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
96,2025-09-23 07:45:31,000,+23.344,+62.475,+43.960,+5.900,+105.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
97,2025-09-23 07:55:31,000,+24.400,+59.269,+47.390,+6.190,+100.0,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
98,2025-09-23 08:05:31,000,+25.350,+56.106,+48.575,+6.220,+120.0,+0.00,-0.01,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
99,2025-09-23 08:15:31,000,+26.000,+52.900,+46.905,+6.150,+160.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
100,2025-09-23 08:25:31,000,+25.906,+52.538,+42.595,+5.770,+106.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
101,2025-09-23 08:35:31,000,+25.856,+52.844,+41.910,+5.770,+165.6,+0.00,+0.00,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
102,2025-09-23 08:45:31,000,+26.606,+49.513,+40.995,+5.630,+90.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
103,2025-09-23 08:55:31,000,+27.288,+48.562,+43.220,+5.820,+119.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
104,2025-09-23 09:05:31,000,+27.031,+49.162,+40.405,+5.560,+129.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
105,2025-09-23 09:15:31,000,+26.644,+48.856,+37.540,+5.370,+120.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
106,2025-09-23 09:25:31,000,+26.863,+48.037,+42.080,+5.690,+158.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
107,2025-09-23 09:35:31,000,+27.519,+46.838,+41.175,+5.630,+125.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
108,2025-09-23 09:45:31,000,+27.019,+47.469,+40.730,+5.550,+180.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
109,2025-09-23 09:55:31,000,+27.806,+43.937,+41.315,+5.640,+137.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
110,2025-09-23 10:05:31,000,+27.625,+44.075,+37.560,+5.330,+109.0,+0.00,+0.00,+0.00,+0.00,-0.01,LLLLLLLLLL,LLLLL
111,2025-09-23 10:15:31,000,+27.362,+45.800,+36.750,+5.290,+97.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
112,2025-09-23 10:25:31,000,+26.600,+46.200,+35.055,+5.090,+127.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
113,2025-09-23 10:35:31,000,+26.588,+47.556,+34.705,+5.060,+115.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
114,2025-09-23 10:45:31,000,+27.088,+46.337,+36.725,+5.290,+154.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
115,2025-09-23 10:55:31,000,+28.031,+43.631,+37.850,+5.320,+131.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
116,2025-09-23 11:05:31,000,+28.388,+42.569,+38.020,+5.330,+150.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
117,2025-09-23 11:15:31,000,+28.731,+42.931,+38.360,+5.390,+168.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
118,2025-09-23 11:25:31,000,+28.862,+41.088,+36.950,+5.280,+115.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
119,2025-09-23 11:35:31,000,+28.788,+41.937,+36.320,+5.150,+115.0,+0.00,+0.00,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
120,2025-09-23 11:45:31,000,+28.375,+42.987,+36.290,+5.140,+103.1,+0.00,-0.01,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
121,2025-09-23 11:55:31,000,+28.381,+45.650,+36.285,+5.150,+146.8,+0.00,+0.00,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
122,2025-09-23 12:05:31,000,+28.781,+41.138,+36.740,+5.240,+133.2,+0.01,+0.01,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
123,2025-09-23 12:15:31,000,+29.225,+40.787,+35.990,+5.150,+142.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
124,2025-09-23 12:25:31,000,+29.369,+40.075,+36.925,+5.230,+194.1,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
125,2025-09-23 12:35:31,000,+29.537,+38.544,+37.155,+5.240,+117.3,-0.01,+0.00,+0.00,-0.01,-0.01,LLLLLLLLLL,LLLLL
126,2025-09-23 12:45:31,000,+28.862,+40.925,+35.260,+5.060,+126.2,+0.00,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
127,2025-09-23 12:55:31,000,+29.481,+39.737,+36.140,+5.140,+137.5,+0.00,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
128,2025-09-23 13:05:31,000,+29.469,+39.475,+36.955,+5.190,+153.2,-0.01,-0.01,-0.01,+0.00,+0.00,LLLLLLLLLL,LLLLL
129,2025-09-23 13:15:31,000,+29.131,+40.362,+36.800,+5.170,+137.6,+0.00,+0.01,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLL
130,2025-09-23 13:25:31,000,+29.031,+39.856,+36.335,+5.150,+143.9,+0.00,+0.00,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLL
131,2025-09-23 13:35:31,000,+29.444,+39.025,+35.620,+5.060,+133.0,+0.00,+0.00,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
132,2025-09-23 13:45:31,000,+29.325,+39.925,+35.705,+5.060,+98.8,-0.01,+0.00,+0.00,-0.01,+0.00,LLLLLLLLLL,LLLLL
133,2025-09-23 13:55:31,000,+29.119,+40.150,+36.375,+5.150,+93.8,+0.00,+0.01,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLL
134,2025-09-23 14:05:31,000,+28.456,+41.625,+35.695,+5.070,+95.8,+0.01,+0.01,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLL
135,2025-09-23 14:15:31,000,+28.431,+42.381,+35.690,+5.080,+191.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
136,2025-09-23 14:25:31,000,+29.400,+40.463,+35.295,+5.060,+85.4,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
137,2025-09-23 14:35:31,000,+29.106,+39.388,+35.260,+5.060,+143.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
138,2025-09-23 14:45:31,000,+29.125,+39.737,+33.835,+4.980,+92.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
139,2025-09-23 14:55:31,000,+29.475,+39.031,+34.045,+4.990,+118.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
140,2025-09-23 15:05:31,000,+29.306,+39.775,+33.630,+4.950,+148.9,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
141,2025-09-23 15:15:31,000,+29.350,+38.613,+33.485,+4.970,+117.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
142,2025-09-23 15:25:31,000,+29.338,+38.656,+34.370,+5.000,+142.6,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
143,2025-09-23 15:35:31,000,+29.275,+37.900,+32.975,+4.900,+179.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
144,2025-09-23 15:45:31,000,+29.088,+38.656,+33.870,+4.960,+69.5,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
145,2025-09-23 15:55:31,000,+28.431,+40.400,+33.000,+4.890,+44.8,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
146,2025-09-23 16:05:31,000,+27.687,+42.094,+32.045,+4.720,+39.0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
147,2025-09-23 16:15:31,000,+27.069,+45.681,+32.315,+4.820,+38.4,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
148,2025-09-23 16:25:31,000,+26.625,+46.181,+32.160,+4.800,+31.2,+0.00,-0.01,-0.01,-0.01,+0.00,LLLLLLLLLL,LLLLL
149,2025-09-23 16:35:31,000,+26.194,+48.200,+31.800,+4.700,+24.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
150,2025-09-23 16:45:31,000,+25.781,+50.175,+31.130,+4.630,+15.0,+0.00,+0.00,+0.00,+0.00,+0.00,LLLLLLLLLL,LLLLL
