ベンダ,GRAPHTEC Corporation,,,,,,,,,,,,,
48,2025/10/21 19:32,000,14.806,76.925,18.905,21.05,0.1,-0.01,-0.01,-0.01,-0.01,0,LLLLLLLLLL,LLLLL
49,2025/10/21 19:42,000,14.781,76.956,18.82,21.05,0,0.01,0,0,0,0,LLLLLLLLLL,LLLLL
50,2025/10/21 19:52,000,14.694,76.794,18.74,21.05,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
51,2025/10/21 20:02,000,14.581,76.625,18.695,21.04,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
52,2025/10/21 20:12,000,14.469,76.569,18.62,20.97,0,-0.01,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
53,2025/10/21 20:22,000,14.4,76.556,18.535,20.97,0.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
54,2025/10/21 20:32,000,14.35,76.513,18.46,20.97,0,-0.01,-0.01,-0.01,-0.01,0,LLLLLLLLLL,LLLLL
55,2025/10/21 20:42,000,14.288,76.494,18.42,20.97,0.1,0,0,-0.01,0,0,LLLLLLLLLL,LLLLL
56,2025/10/21 20:52,000,14.262,76.594,18.305,20.97,0,0,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
57,2025/10/21 21:02,000,14.262,76.569,18.25,20.97,0,0.01,0.01,0,0,0,LLLLLLLLLL,LLLLL
58,2025/10/21 21:12,000,14.244,76.706,18.18,20.97,0,0.01,0,0,0.01,0,LLLLLLLLLL,LLLLL
59,2025/10/21 21:22,000,14.231,76.731,18.095,20.96,0.1,-0.01,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
60,2025/10/21 21:32,000,14.2,76.65,18.055,20.96,0.1,0,0.01,0.01,0.01,0,LLLLLLLLLL,LLLLL
61,2025/10/21 21:42,000,14.169,76.531,17.98,20.98,0,-0.01,-0.01,-0.01,-0.01,0,LLLLLLLLLL,LLLLL
62,2025/10/21 21:52,000,14.144,76.525,17.9,20.98,0.1,-0.01,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
63,2025/10/21 22:02,000,14.125,76.456,17.86,20.97,0.1,0,0.01,0,0,0,LLLLLLLLLL,LLLLL
64,2025/10/21 22:12,000,14.069,76.388,17.795,20.97,0.1,0.01,0,0,0,0.01,LLLLLLLLLL,LLLLL
65,2025/10/21 22:22,000,14.025,76.469,17.695,20.97,0,0,-0.01,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
66,2025/10/21 22:32,000,14.025,76.544,17.655,20.97,0,0.01,0.01,0,0.01,0,LLLLLLLLLL,LLLLL
67,2025/10/21 22:42,000,13.981,76.406,17.615,20.89,0.1,0,-0.01,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
68,2025/10/21 22:52,000,13.925,76.394,17.57,20.95,0,0.01,0,0.01,0.01,0,LLLLLLLLLL,LLLLL
69,2025/10/21 23:02,000,13.913,76.456,17.49,20.87,0.1,0.01,0,0,0,0.01,LLLLLLLLLL,LLLLL
70,2025/10/21 23:12,000,13.894,76.425,17.45,20.89,0,-0.01,0,0,0,-0.01,LLLLLLLLLL,LLLLL
71,2025/10/21 23:22,000,13.844,76.306,17.41,20.96,0.1,0,0,0,-0.01,0,LLLLLLLLLL,LLLLL
72,2025/10/21 23:32,000,13.794,76.244,17.295,20.97,0,0,0,0,0,0.01,LLLLLLLLLL,LLLLL
73,2025/10/21 23:42,000,13.763,76.194,17.255,20.89,0,0,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
74,2025/10/21 23:52,000,13.812,76.394,17.215,20.88,0.1,-0.01,-0.01,0,0,0,LLLLLLLLLL,LLLLL
75,2025/10/22 0:02,000,13.806,76.381,17.17,20.89,0,-0.01,0,0,-0.01,0,LLLLLLLLLL,LLLLL
76,2025/10/22 0:12,000,13.831,76.562,17.095,20.82,0,0.01,0,0,0.01,0,LLLLLLLLLL,LLLLL
77,2025/10/22 0:22,000,13.825,76.6,17.055,20.78,0,0,-0.01,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
78,2025/10/22 0:32,000,13.725,76.337,17.045,20.76,0,0,0,0,-0.01,0,LLLLLLLLLL,LLLLL
79,2025/10/22 0:42,000,13.606,76.169,17.015,20.73,0.1,0,0,0,0,-0.01,LLLLLLLLLL,LLLLL
80,2025/10/22 0:52,000,13.575,76.225,16.965,20.79,0,-0.01,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
81,2025/10/22 1:02,000,13.612,76.188,16.895,20.81,0,-0.01,0,-0.01,0,0,LLLLLLLLLL,LLLLL
82,2025/10/22 1:12,000,13.619,76.25,16.845,20.72,0.1,0,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
83,2025/10/22 1:22,000,13.687,76.431,16.815,20.73,0,0.01,0.01,0.01,0,0.01,LLLLLLLLLL,LLLLL
84,2025/10/22 1:32,000,13.706,76.531,16.815,20.73,0,0,-0.01,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
85,2025/10/22 1:42,000,13.675,76.4,16.765,20.72,0.1,0.01,0.01,0.01,0,0.01,LLLLLLLLLL,LLLLL
86,2025/10/22 1:52,000,13.725,76.681,16.735,20.73,0,-0.01,-0.01,0,0,0,LLLLLLLLLL,LLLLL
87,2025/10/22 2:02,000,13.681,76.525,16.725,20.72,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
88,2025/10/22 2:12,000,13.675,76.644,16.65,20.73,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
89,2025/10/22 2:22,000,13.863,76.575,16.63,20.72,0,0,0,0,-0.01,0,LLLLLLLLLL,LLLLL
90,2025/10/22 2:32,000,14.044,76.419,16.61,20.72,0,0.01,0,0.01,0.01,0,LLLLLLLLLL,LLLLL
91,2025/10/22 2:42,000,14.169,76.319,16.575,20.73,0.1,0,-0.01,-0.01,-0.01,0,LLLLLLLLLL,LLLLL
92,2025/10/22 2:52,000,14.262,76.212,16.57,20.71,0,-0.01,-0.01,0,0,0,LLLLLLLLLL,LLLLL
93,2025/10/22 3:02,000,14.312,76.081,16.53,20.73,-0.2,-0.01,0,0,0,0,LLLLLLLLLL,LLLLL
94,2025/10/22 3:12,000,14.312,75.969,16.445,20.71,0.1,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
95,2025/10/22 3:22,000,14.281,75.844,16.405,20.72,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
96,2025/10/22 3:32,000,14.194,75.644,16.37,20.73,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
97,2025/10/22 3:42,000,14.113,75.513,16.33,20.72,0.1,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
98,2025/10/22 3:52,000,14.069,75.469,16.255,20.72,0,0,-0.01,0,0,0,LLLLLLLLLL,LLLLL
99,2025/10/22 4:02,000,14.025,75.375,16.21,20.71,0.1,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
100,2025/10/22 4:12,000,13.956,75.306,16.205,20.72,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
101,2025/10/22 4:22,000,13.913,75.294,16.16,20.72,0.1,0,-0.01,0,0,0,LLLLLLLLLL,LLLLL
102,2025/10/22 4:32,000,13.844,75.256,16.13,20.72,0,-0.01,0,0,0,0,LLLLLLLLLL,LLLLL
103,2025/10/22 4:42,000,13.769,75.2,16.045,20.69,0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
104,2025/10/22 4:52,000,13.706,75.175,16.01,20.7,0,0.01,0.01,0.01,0.01,0,LLLLLLLLLL,LLLLL
105,2025/10/22 5:02,000,13.644,75.113,15.965,20.67,0.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
106,2025/10/22 5:12,000,13.563,75.175,15.925,20.67,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
107,2025/10/22 5:22,000,13.513,75.2,15.855,20.63,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
108,2025/10/22 5:32,000,13.463,75.231,15.81,20.64,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
109,2025/10/22 5:42,000,13.413,75.237,15.795,20.63,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
110,2025/10/22 5:52,000,13.319,75.194,15.75,20.62,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
111,2025/10/22 6:02,000,13.269,75.225,15.72,20.64,0.4,0,0,0,0,0,LLLLLLLLLL,LLLLL
112,2025/10/22 6:12,000,13.194,75.225,15.63,20.63,1,0,0,0,0,0,LLLLLLLLLL,LLLLL
113,2025/10/22 6:22,000,13.15,75.275,15.605,20.63,2.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
114,2025/10/22 6:32,000,13.144,75.331,15.56,20.62,2.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
115,2025/10/22 6:42,000,13.137,75.356,15.525,20.6,3.4,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
116,2025/10/22 6:52,000,13.131,75.4,15.51,20.63,3.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
117,2025/10/22 7:02,000,13.175,75.412,15.485,20.6,3.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
118,2025/10/22 7:12,000,13.169,75.431,15.43,20.58,5.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
119,2025/10/22 7:22,000,13.15,75.494,15.4,20.56,10.9,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
120,2025/10/22 7:32,000,13.219,75.625,15.41,20.56,10.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
121,2025/10/22 7:42,000,13.344,75.7,15.42,20.57,8.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
122,2025/10/22 7:52,000,13.456,75.763,15.49,20.6,15.8,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
123,2025/10/22 8:02,000,13.606,75.806,15.49,20.56,21.5,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
124,2025/10/22 8:12,000,13.794,75.894,15.535,20.6,15.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
125,2025/10/22 8:22,000,13.475,75.988,15.57,20.6,21,0,0,0,0,0,LLLLLLLLLL,LLLLL
126,2025/10/22 8:32,000,13.494,76.269,15.615,20.63,34.2,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
127,2025/10/22 8:42,000,13.781,76.094,15.735,20.65,31.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
128,2025/10/22 8:52,000,14.056,76.025,15.815,20.65,32.4,0,0,0,-0.01,0,LLLLLLLLLL,LLLLL
129,2025/10/22 9:02,000,14.394,75.881,15.935,20.66,28.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
130,2025/10/22 9:12,000,14.55,75.625,16.015,20.66,24.4,-0.01,-0.01,-0.01,0,0,LLLLLLLLLL,LLLLL
131,2025/10/22 9:22,000,14.594,75.519,16.08,20.66,24.5,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
132,2025/10/22 9:32,000,14.619,75.463,16.18,20.67,23.8,0,0.01,0.01,0,0,LLLLLLLLLL,LLLLL
133,2025/10/22 9:42,000,14.656,75.544,16.22,20.74,32.6,-0.01,-0.01,-0.01,0,-0.01,LLLLLLLLLL,LLLLL
134,2025/10/22 9:52,000,14.85,75.519,16.34,20.74,39.2,0,0.01,0,0,0,LLLLLLLLLL,LLLLL
135,2025/10/22 10:02,000,15.181,75.362,16.42,20.67,31.9,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
136,2025/10/22 10:12,000,15.275,75.05,16.54,20.67,33.6,0,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
137,2025/10/22 10:22,000,15.362,74.944,16.62,20.67,34.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
138,2025/10/22 10:32,000,15.462,74.425,16.745,20.65,42.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
139,2025/10/22 10:42,000,15.7,74.437,16.825,20.64,37.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
140,2025/10/22 10:52,000,15.906,74.256,16.91,20.65,35.1,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
141,2025/10/22 11:02,000,15.944,74.181,17.045,20.67,28,0,0,0,0,0,LLLLLLLLLL,LLLLL
142,2025/10/22 11:12,000,15.925,74.181,17.11,20.67,25.9,0,0,-0.01,0,0,LLLLLLLLLL,LLLLL
143,2025/10/22 11:22,000,15.962,74.437,17.19,20.67,21.2,0,0,0,0,0,LLLLLLLLLL,LLLLL
144,2025/10/22 11:32,000,15.856,74.288,17.265,20.67,19.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
145,2025/10/22 11:42,000,15.737,74.419,17.295,20.67,18.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
146,2025/10/22 11:52,000,15.55,74.413,17.31,20.67,16.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
147,2025/10/22 12:02,000,15.294,74.406,17.305,20.67,17.4,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
148,2025/10/22 12:12,000,15.05,74.431,17.37,20.68,11.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
149,2025/10/22 12:22,000,14.806,74.763,17.305,20.66,13.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
150,2025/10/22 12:32,000,14.6,75.006,17.3,20.67,15.6,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
151,2025/10/22 12:42,000,14.425,75.231,17.3,20.66,13.9,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
152,2025/10/22 12:52,000,14.356,75.469,17.295,20.66,14.5,-0.01,-0.01,-0.01,0,0,LLLLLLLLLL,LLLLL
153,2025/10/22 13:02,000,14.231,75.369,17.26,20.66,14.1,-0.01,0,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
154,2025/10/22 13:12,000,14.094,75.381,17.255,20.64,11.5,0.01,0.01,0,0,0,LLLLLLLLLL,LLLLL
155,2025/10/22 13:22,000,13.937,75.406,17.21,20.65,13,0.01,0.01,0.01,0.01,0,LLLLLLLLLL,LLLLL
156,2025/10/22 13:32,000,13.75,75.513,17.19,20.65,14.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
157,2025/10/22 13:42,000,13.731,75.731,17.175,20.65,13.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
158,2025/10/22 13:52,000,13.794,75.85,17.175,20.65,13.4,0,0,0,0,0,LLLLLLLLLL,LLLLL
159,2025/10/22 14:02,000,13.894,75.981,17.105,20.65,13.1,0,0,0,-0.01,0,LLLLLLLLLL,LLLLL
160,2025/10/22 14:12,000,13.825,75.944,17.09,20.67,12.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
161,2025/10/22 14:22,000,13.869,76.131,17.085,20.64,12.4,0,0,0,0,0,LLLLLLLLLL,LLLLL
162,2025/10/22 14:32,000,13.95,76.269,17.055,20.67,9.9,0,0,0,0,0,LLLLLLLLLL,LLLLL
163,2025/10/22 14:42,000,14.019,76.362,17.055,20.73,11.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
164,2025/10/22 14:52,000,14.075,76.394,17.055,20.72,12.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
165,2025/10/22 15:02,000,14.094,76.406,17.05,20.71,11.1,0.01,0,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
166,2025/10/22 15:12,000,14.1,76.419,17.02,20.64,10.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
167,2025/10/22 15:22,000,14.063,76.406,17.02,20.66,7.5,-0.01,0,0,0,0,LLLLLLLLLL,LLLLL
168,2025/10/22 15:32,000,13.988,76.406,17,20.71,9.5,0,0,0,0,0,LLLLLLLLLL,LLLLL
169,2025/10/22 15:42,000,13.869,76.206,16.975,20.66,5.8,0,0,0,0,0,LLLLLLLLLL,LLLLL
170,2025/10/22 15:52,000,13.712,76.25,16.95,20.64,5.1,0,-0.01,0,0,0,LLLLLLLLLL,LLLLL
171,2025/10/22 16:02,000,13.606,76.35,16.895,20.65,5.8,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
172,2025/10/22 16:12,000,13.45,76.412,16.855,20.64,4.4,0,0,0,0,0,LLLLLLLLLL,LLLLL
173,2025/10/22 16:22,000,13.337,76.469,16.815,20.65,3.4,0.01,0.01,0.01,0.01,0.01,LLLLLLLLLL,LLLLL
174,2025/10/22 16:32,000,13.125,76.425,16.735,20.64,2.6,0,0,0,0,0,LLLLLLLLLL,LLLLL
175,2025/10/22 16:42,000,12.988,76.663,16.65,20.64,1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
176,2025/10/22 16:52,000,12.875,76.756,16.605,20.65,0.4,0,0,0,0,0,LLLLLLLLLL,LLLLL
177,2025/10/22 17:02,000,12.788,76.894,16.545,20.64,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
178,2025/10/22 17:12,000,12.719,77.044,16.445,20.64,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
179,2025/10/22 17:22,000,12.637,77.15,16.405,20.63,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
180,2025/10/22 17:32,000,12.619,77.219,16.365,20.63,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
181,2025/10/22 17:42,000,12.581,77.344,16.275,20.61,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
182,2025/10/22 17:52,000,12.463,77.125,16.205,20.59,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
183,2025/10/22 18:02,000,12.175,77.019,16.16,20.56,0,0,0,0.01,0,0,LLLLLLLLLL,LLLLL
184,2025/10/22 18:12,000,12.175,77.344,16.125,20.55,0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
185,2025/10/22 18:22,000,12.187,77.394,16.035,20.55,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
186,2025/10/22 18:32,000,12.063,77.356,15.965,20.55,0.1,0,0,0,0,0,LLLLLLLLLL,LLLLL
187,2025/10/22 18:42,000,12.037,77.425,15.925,20.55,0.1,0,0.01,0,0,0,LLLLLLLLLL,LLLLL
188,2025/10/22 18:52,000,11.919,77.337,15.845,20.55,0,0.01,0,0,0,0,LLLLLLLLLL,LLLLL
189,2025/10/22 19:02,000,11.844,77.275,15.805,20.55,0,0,0,0,0,0.01,LLLLLLLLLL,LLLLL
190,2025/10/22 19:12,000,11.837,77.388,15.76,20.55,0.1,0,0.01,0.01,0,0,LLLLLLLLLL,LLLLL
191,2025/10/22 19:22,000,11.756,77.281,15.64,20.55,0,0,0,0,0,0.01,LLLLLLLLLL,LLLLL
192,2025/10/22 19:32,000,11.656,77.3,15.6,20.5,0.1,0.01,0,0,0,0,LLLLLLLLLL,LLLLL
193,2025/10/22 19:42,000,11.656,77.431,15.56,20.53,0,-0.01,0,0,0,-0.01,LLLLLLLLLL,LLLLL
194,2025/10/22 19:52,000,11.681,77.362,15.52,20.49,0,-0.01,-0.01,0,-0.01,-0.01,LLLLLLLLLL,LLLLL
195,2025/10/22 20:02,000,11.663,77.544,15.475,20.53,0.1,-0.01,0,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
196,2025/10/22 20:12,000,11.581,77.263,15.38,20.46,0,0,0,0,0,0,LLLLLLLLLL,LLLLL
197,2025/10/22 20:22,000,11.419,77.394,15.32,20.46,0,-0.01,-0.01,-0.01,-0.01,-0.01,LLLLLLLLLL,LLLLL
198,2025/10/22 20:32,000,11.394,77.412,15.275,20.46,0,0,-0.01,-0.01,-0.01,0,LLLLLLLLLL,LLLLL
